Track,TestCase,Matcher,Label Left,Comment Left,Type Left,URI Left,Relation,Confidence (Matcher),URI Right,Label Right,Comment Right,Type Right,Residual True Positive,Evaluation Result
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""Liver_Lobe""]",[],"[""owl:Class""]",http://human.owl#NCI_C49579,=,1.0,http://mouse.owl#MA_0000360,"[""liver lobe""]",[],"[""owl:Class""]",false,false positive
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],[],http://mouse.owl#MA_0000047,=,0.0,http://human.owl#NCI_C32974,[],[],[],true,false negative
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],[],http://mouse.owl#MA_0001288,=,0.0,http://human.owl#NCI_C32463,[],[],[],true,false negative
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],[],http://mouse.owl#MA_0000360,=,0.0,http://human.owl#NCI_C49579,[],[],[],true,false negative
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""Substantia_Propria""]",[],"[""owl:Class""]",http://human.owl#NCI_C33652,=,1.0,http://mouse.owl#MA_0001245,"[""corneal stroma""]",[],"[""owl:Class""]",false,false positive
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""Ischium""]",[],"[""owl:Class""]",http://human.owl#NCI_C32884,=,1.0,http://mouse.owl#MA_0000045,"[""hip""]",[],"[""owl:Class""]",false,false positive
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],[],http://mouse.owl#MA_0001755,=,0.0,http://human.owl#NCI_C32933,[],[],[],true,false negative
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""Bronchus_Connective_Tissue""]",[],"[""owl:Class""]",http://human.owl#NCI_C49210,=,1.0,http://mouse.owl#MA_0001831,"[""bronchus connective tissue""]",[],"[""owl:Class""]",false,false positive
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],[],http://mouse.owl#MA_0001630,=,0.0,http://human.owl#NCI_C12677,[],[],[],true,false negative
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],[],http://mouse.owl#MA_0000709,=,0.0,http://human.owl#NCI_C13053,[],[],[],true,false negative
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],[],http://mouse.owl#MA_0001149,=,0.0,http://human.owl#NCI_C52747,[],[],[],true,false negative
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""Interventricular_Septum""]",[],"[""owl:Class""]",http://human.owl#NCI_C32874,=,1.0,http://mouse.owl#MA_0000085,"[""ventricular septum""]",[],"[""owl:Class""]",false,false positive
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],[],http://mouse.owl#MA_0000208,=,0.0,http://human.owl#NCI_C32287,[],[],[],true,false negative
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""Otolymph""]",[],"[""owl:Class""]",http://human.owl#NCI_C33231,=,1.0,http://mouse.owl#MA_0002527,"[""otolymph""]",[],"[""owl:Class""]",false,false positive
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""Inferior_Vesical_Artery""]",[],"[""owl:Class""]",http://human.owl#NCI_C52685,=,1.0,http://mouse.owl#MA_0002079,"[""inferior vesical artery""]",[],"[""owl:Class""]",false,false positive
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],[],http://mouse.owl#MA_0001263,=,0.0,http://human.owl#NCI_C49580,[],[],[],true,false negative
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],[],http://mouse.owl#MA_0002685,=,0.0,http://human.owl#NCI_C32663,[],[],[],true,false negative
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],[],http://mouse.owl#MA_0000237,=,0.0,http://human.owl#NCI_C12499,[],[],[],true,false negative
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""Right_Main_Bronchus""]",[],"[""owl:Class""]",http://human.owl#NCI_C33486,=,1.0,http://mouse.owl#MA_0001849,"[""right main bronchus""]",[],"[""owl:Class""]",false,false positive
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""Splenic_Trabecular_Vein""]",[],"[""owl:Class""]",http://human.owl#NCI_C49779,=,1.0,http://mouse.owl#MA_0000760,"[""spleen trabecular vein""]",[],"[""owl:Class""]",false,false positive
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],[],http://mouse.owl#MA_0000368,=,0.0,http://human.owl#NCI_C12415,[],[],[],true,false negative
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],[],http://mouse.owl#MA_0001361,=,0.0,http://human.owl#NCI_C12800,[],[],[],true,false negative
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],[],http://mouse.owl#MA_0002467,=,0.0,http://human.owl#NCI_C33304,[],[],[],true,false negative
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""Cortical_Bone""]",[],"[""owl:Class""]",http://human.owl#NCI_C52714,=,1.0,http://mouse.owl#MA_0001461,"[""cortical bone""]",[],"[""owl:Class""]",false,false positive
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],[],http://mouse.owl#MA_0001632,=,0.0,http://human.owl#NCI_C49227,[],[],[],true,false negative
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],[],http://mouse.owl#MA_0002289,=,0.0,http://human.owl#NCI_C52902,[],[],[],true,false negative
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],[],http://mouse.owl#MA_0000465,=,0.0,http://human.owl#NCI_C52839,[],[],[],true,false negative
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""Submandibular_Gland""]",[],"[""owl:Class""]",http://human.owl#NCI_C12233,=,1.0,http://mouse.owl#MA_0001589,"[""submandibular gland""]",[],"[""owl:Class""]",false,false positive
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],[],http://mouse.owl#MA_0000773,=,0.0,http://human.owl#NCI_C32988,[],[],[],true,false negative
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""Metatarsal_Bone_Digit_1""]",[],"[""owl:Class""]",http://human.owl#NCI_C52791,=,1.0,http://mouse.owl#MA_0001369,"[""metatarsal bone digit 1""]",[],"[""owl:Class""]",false,false positive
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],[],http://mouse.owl#MA_0000910,=,0.0,http://human.owl#NCI_C33893,[],[],[],true,false negative
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],[],http://mouse.owl#MA_0002050,=,0.0,http://human.owl#NCI_C33650,[],[],[],true,false negative
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],[],http://mouse.owl#MA_0000389,=,0.0,http://human.owl#NCI_C12405,[],[],[],true,false negative
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""Sinoatrial_Node""]",[],"[""owl:Class""]",http://human.owl#NCI_C33555,=,1.0,http://mouse.owl#MA_0000097,"[""sinoatrial node""]",[],"[""owl:Class""]",false,false positive
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""Internal_Thoracic_Vein""]",[],"[""owl:Class""]",http://human.owl#NCI_C52698,=,1.0,http://mouse.owl#MA_0002237,"[""internal thoracic vein""]",[],"[""owl:Class""]",false,false positive
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""Vascular_System""]",[],"[""owl:Class""]",http://human.owl#NCI_C33854,=,1.0,http://mouse.owl#MA_0002718,"[""vascular system""]",[],"[""owl:Class""]",false,false positive
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],[],http://mouse.owl#MA_0000902,=,0.0,http://human.owl#NCI_C33142,[],[],[],true,false negative
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""Organ_of_Corti""]",[],"[""owl:Class""]",http://human.owl#NCI_C33223,=,1.0,http://mouse.owl#MA_0001193,"[""spiral organ""]",[],"[""owl:Class""]",false,false positive
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""Renal_Capsule""]",[],"[""owl:Class""]",http://human.owl#NCI_C12885,=,1.0,http://mouse.owl#MA_0000370,"[""kidney capsule""]",[],"[""owl:Class""]",false,false positive
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],[],http://mouse.owl#MA_0000804,=,0.0,http://human.owl#NCI_C33625,[],[],[],true,false negative
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""Auricular_Artery""]",[],"[""owl:Class""]",http://human.owl#NCI_C52849,=,1.0,http://mouse.owl#MA_0001918,"[""auricular artery""]",[],"[""owl:Class""]",false,false positive
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""Fundus_of_the_Stomach""]",[],"[""owl:Class""]",http://human.owl#NCI_C12257,=,1.0,http://mouse.owl#MA_0001612,"[""stomach fundus""]",[],"[""owl:Class""]",false,false positive
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],[],http://mouse.owl#MA_0002013,=,0.0,http://human.owl#NCI_C52992,[],[],[],true,false negative
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],[],http://mouse.owl#MA_0000306,=,0.0,http://human.owl#NCI_C52771,[],[],[],true,false negative
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""Occipital_Bone""]",[],"[""owl:Class""]",http://human.owl#NCI_C12757,=,1.0,http://mouse.owl#MA_0001468,"[""occipital bone""]",[],"[""owl:Class""]",false,false positive
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""Prostate_Gland""]",[],"[""owl:Class""]",http://human.owl#NCI_C12410,=,1.0,http://mouse.owl#MA_0000404,"[""prostate gland""]",[],"[""owl:Class""]",false,false positive
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],[],http://mouse.owl#MA_0002697,=,0.0,http://human.owl#NCI_C33277,[],[],[],true,false negative
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],[],http://mouse.owl#MA_0001330,=,0.0,http://human.owl#NCI_C12783,[],[],[],true,false negative
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""Ethmoid_Bone""]",[],"[""owl:Class""]",http://human.owl#NCI_C12711,=,1.0,http://mouse.owl#MA_0001483,"[""ethmoid bone""]",[],"[""owl:Class""]",false,false positive
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],[],http://mouse.owl#MA_0001559,=,0.0,http://human.owl#NCI_C33569,[],[],[],true,false negative
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""Transverse_Facial_Artery""]",[],"[""owl:Class""]",http://human.owl#NCI_C53025,=,1.0,http://mouse.owl#MA_0002068,"[""transverse facial artery""]",[],"[""owl:Class""]",false,false positive
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""Enteric_Ganglion""]",[],"[""owl:Class""]",http://human.owl#NCI_C52709,=,1.0,http://mouse.owl#MA_0001144,"[""enteric ganglion""]",[],"[""owl:Class""]",false,false positive
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""Tendon""]",[],"[""owl:Class""]",http://human.owl#NCI_C13045,=,1.0,http://mouse.owl#MA_0000115,"[""tendon""]",[],"[""owl:Class""]",false,false positive
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],[],http://mouse.owl#MA_0000176,=,0.0,http://human.owl#NCI_C12399,[],[],[],true,false negative
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],[],http://mouse.owl#MA_0001900,=,0.0,http://human.owl#NCI_C33103,[],[],[],true,false negative
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],[],http://mouse.owl#MA_0002420,=,0.0,http://human.owl#NCI_C12725,[],[],[],true,false negative
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],[],http://mouse.owl#MA_0001302,=,0.0,http://human.owl#NCI_C32108,[],[],[],true,false negative
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""Transversus_Thoracis""]",[],"[""owl:Class""]",http://human.owl#NCI_C53180,=,1.0,http://mouse.owl#MA_0002397,"[""transversus thoracis""]",[],"[""owl:Class""]",false,false positive
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""Ileum""]",[],"[""owl:Class""]",http://human.owl#NCI_C12387,=,1.0,http://mouse.owl#MA_0000339,"[""ileum""]",[],"[""owl:Class""]",false,false positive
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""Cervical_Lymph_Node""]",[],"[""owl:Class""]",http://human.owl#NCI_C32298,=,1.0,http://mouse.owl#MA_0000736,"[""cervical lymph node""]",[],"[""owl:Class""]",false,false positive
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],[],http://mouse.owl#MA_0002567,=,0.0,http://human.owl#NCI_C12461,[],[],[],true,false negative
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],[],http://mouse.owl#MA_0002306,=,0.0,http://human.owl#NCI_C32666,[],[],[],true,false negative
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""Capillary_Endothelium""]",[],"[""owl:Class""]",http://human.owl#NCI_C49215,=,1.0,http://mouse.owl#MA_0000711,"[""capillary endothelium""]",[],"[""owl:Class""]",false,false positive
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],[],http://mouse.owl#MA_0001934,=,0.0,http://human.owl#NCI_C33669,[],[],[],true,false negative
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],[],http://mouse.owl#MA_0001777,=,0.0,http://human.owl#NCI_C49251,[],[],[],true,false negative
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""Rib_11""]",[],"[""owl:Class""]",http://human.owl#NCI_C52768,=,1.0,http://mouse.owl#MA_0001411,"[""rib 11""]",[],"[""owl:Class""]",false,false positive
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""Cavity""]",[],"[""owl:Class""]",http://human.owl#NCI_C25444,=,1.0,http://mouse.owl#MA_0002447,"[""body cavity""]",[],"[""owl:Class""]",false,false positive
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""Penis""]",[],"[""owl:Class""]",http://human.owl#NCI_C12409,=,1.0,http://mouse.owl#MA_0000408,"[""penis""]",[],"[""owl:Class""]",false,false positive
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],[],http://mouse.owl#MA_0002358,=,0.0,http://human.owl#NCI_C33420,[],[],[],true,false negative
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],[],http://mouse.owl#MA_0002551,=,0.0,http://human.owl#NCI_C32348,[],[],[],true,false negative
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""External_Sural_Artery""]",[],"[""owl:Class""]",http://human.owl#NCI_C52734,=,1.0,http://mouse.owl#MA_0002060,"[""superficial sural artery""]",[],"[""owl:Class""]",false,false positive
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],[],http://mouse.owl#MA_0001518,=,0.0,http://human.owl#NCI_C32143,[],[],[],true,false negative
LocalTrack,Local TC,/home/ec2-user/KGAS_MELT/matchers/logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""Superficial_Cervical_Artery""]",[],"[""owl:Class""]",http://human.owl#NCI_C53005,=,1.0,http://mouse.owl#MA_0002052,"[""superficial cervical artery""]",[],"[""owl:Class""]",false,false positive
